Performance_ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF3743,STD049,Bookkeeping,SS3,Second Term,100,F9
PERF3744,STD049,Bookkeeping,SS3,Third Term,67,C6
PERF3745,STD050,English Studies,SS1,First Term,42,B2
PERF3746,STD050,English Studies,SS1,Second Term,43,C4
PERF3747,STD050,English Studies,SS1,Third Term,51,C4
PERF3748,STD050,English Studies,SS2,First Term,89,B2
PERF3749,STD050,English Studies,SS2,Second Term,79,B2
PERF3750,STD050,English Studies,SS2,Third Term,42,B3
PERF3751,STD050,English Studies,SS3,First Term,54,C4
PERF3752,STD050,English Studies,SS3,Second Term,52,C6
PERF3753,STD050,English Studies,SS3,Third Term,59,C6
PERF3754,STD050,Mathematics,SS1,First Term,91,E8
PERF3755,STD050,Mathematics,SS1,Second Term,85,D7
PERF3756,STD050,Mathematics,SS1,Third Term,68,C4
PERF3757,STD050,Mathematics,SS2,First Term,59,E8
PERF3758,STD050,Mathematics,SS2,Second Term,63,F9
PERF3759,STD050,Mathematics,SS2,Third Term,71,D7
PERF3760,STD050,Mathematics,SS3,First Term,100,F9
PERF3761,STD050,Mathematics,SS3,Second Term,89,A1
PERF3762,STD050,Mathematics,SS3,Third Term,56,C6
PERF3763,STD050,Civic Education,SS1,First Term,45,D7
PERF3764,STD050,Civic Education,SS1,Second Term,46,E8
PERF3765,STD050,Civic Education,SS1,Third Term,74,C4
PERF3766,STD050,Civic Education,SS2,First Term,98,C5
PERF3767,STD050,Civic Education,SS2,Second Term,44,E8
PERF3768,STD050,Civic Education,SS2,Third Term,52,C4
PERF3769,STD050,Civic Education,SS3,First Term,100,B3
PERF3770,STD050,Civic Education,SS3,Second Term,59,A1
PERF3771,STD050,Civic Education,SS3,Third Term,81,C6
PERF3772,STD050,Economics,SS1,First Term,73,D7
PERF3773,STD050,Economics,SS1,Second Term,50,B2
PERF3774,STD050,Economics,SS1,Third Term,97,B2
PERF3775,STD050,Economics,SS2,First Term,74,B2
PERF3776,STD050,Economics,SS2,Second Term,88,E8
PERF3777,STD050,Economics,SS2,Third Term,73,C4
PERF3778,STD050,Economics,SS3,First Term,73,E8
PERF3779,STD050,Economics,SS3,Second Term,54,D7
PERF3780,STD050,Economics,SS3,Third Term,93,B2
PERF3781,STD050,Computer Science,SS1,First Term,58,F9
PERF3782,STD050,Computer Science,SS1,Second Term,81,D7
PERF3783,STD050,Computer Science,SS1,Third Term,67,D7
PERF3784,STD050,Computer Science,SS2,First Term,42,F9
PERF3785,STD050,Computer Science,SS2,Second Term,78,D7
PERF3786,STD050,Computer Science,SS2,Third Term,60,B2
PERF3787,STD050,Computer Science,SS3,First Term,93,B3
PERF3788,STD050,Computer Science,SS3,Second Term,46,C4
PERF3789,STD050,Computer Science,SS3,Third Term,94,E8
PERF3790,STD050,Further Mathematics,SS1,First Term,47,C5
PERF3791,STD050,Further Mathematics,SS1,Second Term,43,F9
PERF3792,STD050,Further Mathematics,SS1,Third Term,94,E8
PERF3793,STD050,Further Mathematics,SS2,First Term,40,F9
PERF3794,STD050,Further Mathematics,SS2,Second Term,90,D7
PERF3795,STD050,Further Mathematics,SS2,Third Term,62,C6
PERF3796,STD050,Further Mathematics,SS3,First Term,76,F9
PERF3797,STD050,Further Mathematics,SS3,Second Term,94,E8
PERF3798,STD050,Further Mathematics,SS3,Third Term,87,B3
PERF3799,STD050,Geography,SS1,First Term,69,B2
PERF3800,STD050,Geography,SS1,Second Term,64,F9
PERF3801,STD050,Geography,SS1,Third Term,99,F9
PERF3802,STD050,Geography,SS2,First Term,74,C6
PERF3803,STD050,Geography,SS2,Second Term,40,A1
PERF3804,STD050,Geography,SS2,Third Term,96,C6
PERF3805,STD050,Geography,SS3,First Term,65,C6
PERF3806,STD050,Geography,SS3,Second Term,97,F9
PERF3807,STD050,Geography,SS3,Third Term,80,D7
PERF3808,STD050,Data Processing,SS1,First Term,99,E8
PERF3809,STD050,Data Processing,SS1,Second Term,63,B3
PERF3810,STD050,Data Processing,SS1,Third Term,41,C6
PERF3811,STD050,Data Processing,SS2,First Term,100,E8
PERF3812,STD050,Data Processing,SS2,Second Term,80,C5
PERF3813,STD050,Data Processing,SS2,Third Term,68,C6
PERF3814,STD050,Data Processing,SS3,First Term,65,C5
PERF3815,STD050,Data Processing,SS3,Second Term,51,C5
PERF3816,STD050,Data Processing,SS3,Third Term,50,A1
PERF3817,STD051,English Studies,SS1,First Term,95,C6
PERF3818,STD051,English Studies,SS1,Second Term,52,C6
PERF3819,STD051,English Studies,SS1,Third Term,62,C4
PERF3820,STD051,English Studies,SS2,First Term,66,A1
PERF3821,STD051,English Studies,SS2,Second Term,93,A1
PERF3822,STD051,English Studies,SS2,Third Term,55,D7
PERF3823,STD051,English Studies,SS3,First Term,58,E8
PERF3824,STD051,English Studies,SS3,Second Term,42,C4
PERF3825,STD051,English Studies,SS3,Third Term,66,D7
PERF3826,STD051,Mathematics,SS1,First Term,68,B3
PERF3827,STD051,Mathematics,SS1,Second Term,95,C6
PERF3828,STD051,Mathematics,SS1,Third Term,57,A1
PERF3829,STD051,Mathematics,SS2,First Term,63,F9
PERF3830,STD051,Mathematics,SS2,Second Term,69,A1
PERF3831,STD051,Mathematics,SS2,Third Term,84,C5
PERF3832,STD051,Mathematics,SS3,First Term,77,F9
PERF3833,STD051,Mathematics,SS3,Second Term,74,B2
PERF3834,STD051,Mathematics,SS3,Third Term,97,D7
PERF3835,STD051,Civic Education,SS1,First Term,83,A1
PERF3836,STD051,Civic Education,SS1,Second Term,50,E8
PERF3837,STD051,Civic Education,SS1,Third Term,45,C5
PERF3838,STD051,Civic Education,SS2,First Term,54,F9
PERF3839,STD051,Civic Education,SS2,Second Term,47,C4
PERF3840,STD051,Civic Education,SS2,Third Term,65,C5
PERF3841,STD051,Civic Education,SS3,First Term,46,C6
PERF3842,STD051,Civic Education,SS3,Second Term,67,F9
PERF3843,STD051,Civic Education,SS3,Third Term,54,D7
PERF3844,STD051,Biology,SS1,First Term,48,B3
PERF3845,STD051,Biology,SS1,Second Term,51,B3
PERF3846,STD051,Biology,SS1,Third Term,53,E8
PERF3847,STD051,Biology,SS2,First Term,72,E8
PERF3848,STD051,Biology,SS2,Second Term,58,C6
PERF3849,STD051,Biology,SS2,Third Term,44,C4
PERF3850,STD051,Biology,SS3,First Term,63,B3
PERF3851,STD051,Biology,SS3,Second Term,61,F9
PERF3852,STD051,Biology,SS3,Third Term,49,C4
PERF3853,STD051,Computer Science,SS1,First Term,74,D7
PERF3854,STD051,Computer Science,SS1,Second Term,71,E8
PERF3855,STD051,Computer Science,SS1,Third Term,47,C4
PERF3856,STD051,Computer Science,SS2,First Term,75,C6
PERF3857,STD051,Computer Science,SS2,Second Term,88,C4
PERF3858,STD051,Computer Science,SS2,Third Term,49,F9
PERF3859,STD051,Computer Science,SS3,First Term,84,D7
PERF3860,STD051,Computer Science,SS3,Second Term,45,E8
PERF3861,STD051,Computer Science,SS3,Third Term,80,C5
PERF3862,STD051,Chemistry,SS1,First Term,59,F9
PERF3863,STD051,Chemistry,SS1,Second Term,68,E8
PERF3864,STD051,Chemistry,SS1,Third Term,47,C5
PERF3865,STD051,Chemistry,SS2,First Term,91,F9
PERF3866,STD051,Chemistry,SS2,Second Term,54,C5
PERF3867,STD051,Chemistry,SS2,Third Term,41,A1
PERF3868,STD051,Chemistry,SS3,First Term,59,F9
PERF3869,STD051,Chemistry,SS3,Second Term,56,E8
PERF3870,STD051,Chemistry,SS3,Third Term,55,B3
PERF3871,STD051,Physics,SS1,First Term,56,F9
PERF3872,STD051,Physics,SS1,Second Term,55,B2
PERF3873,STD051,Physics,SS1,Third Term,86,C5
PERF3874,STD051,Physics,SS2,First Term,86,F9
PERF3875,STD051,Physics,SS2,Second Term,92,C4
PERF3876,STD051,Physics,SS2,Third Term,41,C6
PERF3877,STD051,Physics,SS3,First Term,49,C6
PERF3878,STD051,Physics,SS3,Second Term,41,E8
PERF3879,STD051,Physics,SS3,Third Term,74,B3
PERF3880,STD051,Further Mathematics,SS1,First Term,94,E8
PERF3881,STD051,Further Mathematics,SS1,Second Term,84,A1
PERF3882,STD051,Further Mathematics,SS1,Third Term,76,C6
PERF3883,STD051,Further Mathematics,SS2,First Term,77,C6
PERF3884,STD051,Further Mathematics,SS2,Second Term,46,F9
PERF3885,STD051,Further Mathematics,SS2,Third Term,69,A1
PERF3886,STD051,Further Mathematics,SS3,First Term,87,A1
PERF3887,STD051,Further Mathematics,SS3,Second Term,86,C6
PERF3888,STD051,Further Mathematics,SS3,Third Term,45,C5
PERF3889,STD051,Mechanics,SS1,First Term,60,F9
PERF3890,STD051,Mechanics,SS1,Second Term,76,B2
PERF3891,STD051,Mechanics,SS1,Third Term,57,B3
PERF3892,STD051,Mechanics,SS2,First Term,53,B2
PERF3893,STD051,Mechanics,SS2,Second Term,97,C4
PERF3894,STD051,Mechanics,SS2,Third Term,69,C5
PERF3895,STD051,Mechanics,SS3,First Term,59,F9
PERF3896,STD051,Mechanics,SS3,Second Term,82,E8
PERF3897,STD051,Mechanics,SS3,Third Term,87,C4
PERF3898,STD052,English Studies,SS1,First Term,83,F9
PERF3899,STD052,English Studies,SS1,Second Term,92,A1
PERF3900,STD052,English Studies,SS1,Third Term,47,E8
PERF3901,STD052,English Studies,SS2,First Term,97,C4
PERF3902,STD052,English Studies,SS2,Second Term,73,E8
PERF3903,STD052,English Studies,SS2,Third Term,74,A1
PERF3904,STD052,English Studies,SS3,First Term,92,D7
PERF3905,STD052,English Studies,SS3,Second Term,43,D7
PERF3906,STD052,English Studies,SS3,Third Term,44,F9
PERF3907,STD052,Mathematics,SS1,First Term,44,C4
PERF3908,STD052,Mathematics,SS1,Second Term,49,E8
PERF3909,STD052,Mathematics,SS1,Third Term,70,D7
PERF3910,STD052,Mathematics,SS2,First Term,59,C6
PERF3911,STD052,Mathematics,SS2,Second Term,66,B2
PERF3912,STD052,Mathematics,SS2,Third Term,90,E8
PERF3913,STD052,Mathematics,SS3,First Term,61,C5
PERF3914,STD052,Mathematics,SS3,Second Term,44,C6
PERF3915,STD052,Mathematics,SS3,Third Term,49,C4
PERF3916,STD052,Civic Education,SS1,First Term,54,F9
PERF3917,STD052,Civic Education,SS1,Second Term,45,C6
PERF3918,STD052,Civic Education,SS1,Third Term,75,B2
PERF3919,STD052,Civic Education,SS2,First Term,43,C4
PERF3920,STD052,Civic Education,SS2,Second Term,55,F9
PERF3921,STD052,Civic Education,SS2,Third Term,56,C5
PERF3922,STD052,Civic Education,SS3,First Term,48,C5
PERF3923,STD052,Civic Education,SS3,Second Term,80,F9
PERF3924,STD052,Civic Education,SS3,Third Term,59,B2
PERF3925,STD052,Biology,SS1,First Term,97,B2
PERF3926,STD052,Biology,SS1,Second Term,100,D7
PERF3927,STD052,Biology,SS1,Third Term,62,C6
PERF3928,STD052,Biology,SS2,First Term,57,C5
PERF3929,STD052,Biology,SS2,Second Term,52,A1
PERF3930,STD052,Biology,SS2,Third Term,55,C4
PERF3931,STD052,Biology,SS3,First Term,100,C6
PERF3932,STD052,Biology,SS3,Second Term,66,F9
PERF3933,STD052,Biology,SS3,Third Term,41,C4
PERF3934,STD052,Chemistry,SS1,First Term,52,C4
PERF3935,STD052,Chemistry,SS1,Second Term,43,C5
PERF3936,STD052,Chemistry,SS1,Third Term,82,C6
PERF3937,STD052,Chemistry,SS2,First Term,65,B3
PERF3938,STD052,Chemistry,SS2,Second Term,97,F9
PERF3939,STD052,Chemistry,SS2,Third Term,56,E8
PERF3940,STD052,Chemistry,SS3,First Term,81,F9
PERF3941,STD052,Chemistry,SS3,Second Term,69,C5
PERF3942,STD052,Chemistry,SS3,Third Term,78,C4
PERF3943,STD052,Further Mathematics,SS1,First Term,46,B3
PERF3944,STD052,Further Mathematics,SS1,Second Term,74,C4
PERF3945,STD052,Further Mathematics,SS1,Third Term,55,E8
PERF3946,STD052,Further Mathematics,SS2,First Term,77,C5
PERF3947,STD052,Further Mathematics,SS2,Second Term,42,B2
PERF3948,STD052,Further Mathematics,SS2,Third Term,93,D7
PERF3949,STD052,Further Mathematics,SS3,First Term,50,A1
PERF3950,STD052,Further Mathematics,SS3,Second Term,88,B2
PERF3951,STD052,Further Mathematics,SS3,Third Term,84,C6
PERF3952,STD052,Physics,SS1,First Term,76,C4
PERF3953,STD052,Physics,SS1,Second Term,44,C5
PERF3954,STD052,Physics,SS1,Third Term,87,B2
PERF3955,STD052,Physics,SS2,First Term,43,B3
PERF3956,STD052,Physics,SS2,Second Term,43,B2
PERF3957,STD052,Physics,SS2,Third Term,94,B3
PERF3958,STD052,Physics,SS3,First Term,94,D7
PERF3959,STD052,Physics,SS3,Second Term,96,B2
PERF3960,STD052,Physics,SS3,Third Term,52,C6
PERF3961,STD052,Economics,SS1,First Term,78,B3
PERF3962,STD052,Economics,SS1,Second Term,69,F9
PERF3963,STD052,Economics,SS1,Third Term,59,C5
PERF3964,STD052,Economics,SS2,First Term,49,E8
PERF3965,STD052,Economics,SS2,Second Term,98,E8
PERF3966,STD052,Economics,SS2,Third Term,86,B2
PERF3967,STD052,Economics,SS3,First Term,94,D7
PERF3968,STD052,Economics,SS3,Second Term,83,C6
PERF3969,STD052,Economics,SS3,Third Term,52,C5
PERF3970,STD052,Data Processing,SS1,First Term,82,B2
PERF3971,STD052,Data Processing,SS1,Second Term,85,C6
PERF3972,STD052,Data Processing,SS1,Third Term,94,C5
PERF3973,STD052,Data Processing,SS2,First Term,90,C4
PERF3974,STD052,Data Processing,SS2,Second Term,62,C4
PERF3975,STD052,Data Processing,SS2,Third Term,43,B2
PERF3976,STD052,Data Processing,SS3,First Term,79,C6
PERF3977,STD052,Data Processing,SS3,Second Term,62,A1
PERF3978,STD052,Data Processing,SS3,Third Term,48,C4
PERF3979,STD053,English Studies,SS1,First Term,62,C6
PERF3980,STD053,English Studies,SS1,Second Term,92,A1
PERF3981,STD053,English Studies,SS1,Third Term,84,B2
PERF3982,STD053,English Studies,SS2,First Term,81,E8
PERF3983,STD053,English Studies,SS2,Second Term,76,C6
PERF3984,STD053,English Studies,SS2,Third Term,82,A1
PERF3985,STD053,English Studies,SS3,First Term,70,E8
PERF3986,STD053,English Studies,SS3,Second Term,97,A1
PERF3987,STD053,English Studies,SS3,Third Term,68,C4
PERF3988,STD053,Mathematics,SS1,First Term,54,A1
PERF3989,STD053,Mathematics,SS1,Second Term,74,D7
PERF3990,STD053,Mathematics,SS1,Third Term,41,C6
PERF3991,STD053,Mathematics,SS2,First Term,75,D7
PERF3992,STD053,Mathematics,SS2,Second Term,94,F9
PERF3993,STD053,Mathematics,SS2,Third Term,99,E8
PERF3994,STD053,Mathematics,SS3,First Term,79,C4
PERF3995,STD053,Mathematics,SS3,Second Term,82,E8
PERF3996,STD053,Mathematics,SS3,Third Term,55,A1
PERF3997,STD053,Civic Education,SS1,First Term,76,C6
PERF3998,STD053,Civic Education,SS1,Second Term,74,A1
PERF3999,STD053,Civic Education,SS1,Third Term,80,A1
PERF4000,STD053,Civic Education,SS2,First Term,79,C4
PERF4001,STD053,Civic Education,SS2,Second Term,52,B2
PERF4002,STD053,Civic Education,SS2,Third Term,85,F9
PERF4003,STD053,Civic Education,SS3,First Term,65,B3
PERF4004,STD053,Civic Education,SS3,Second Term,93,F9
PERF4005,STD053,Civic Education,SS3,Third Term,77,B2
PERF4006,STD053,Physics,SS1,First Term,65,B2
PERF4007,STD053,Physics,SS1,Second Term,44,A1
PERF4008,STD053,Physics,SS1,Third Term,71,F9
PERF4009,STD053,Physics,SS2,First Term,86,E8
PERF4010,STD053,Physics,SS2,Second Term,85,C5
PERF4011,STD053,Physics,SS2,Third Term,43,A1
PERF4012,STD053,Physics,SS3,First Term,78,F9
PERF4013,STD053,Physics,SS3,Second Term,62,F9
PERF4014,STD053,Physics,SS3,Third Term,87,C6
PERF4015,STD053,Agricultural Science,SS1,First Term,98,E8
PERF4016,STD053,Agricultural Science,SS1,Second Term,59,C6
PERF4017,STD053,Agricultural Science,SS1,Third Term,40,C4
PERF4018,STD053,Agricultural Science,SS2,First Term,44,C5
PERF4019,STD053,Agricultural Science,SS2,Second Term,86,B2
PERF4020,STD053,Agricultural Science,SS2,Third Term,54,A1
PERF4021,STD053,Agricultural Science,SS3,First Term,90,B3
PERF4022,STD053,Agricultural Science,SS3,Second Term,91,F9
PERF4023,STD053,Agricultural Science,SS3,Third Term,85,C5
PERF4024,STD053,Economics,SS1,First Term,60,C6
PERF4025,STD053,Economics,SS1,Second Term,72,E8
PERF4026,STD053,Economics,SS1,Third Term,62,C4
PERF4027,STD053,Economics,SS2,First Term,74,D7
PERF4028,STD053,Economics,SS2,Second Term,65,B2
PERF4029,STD053,Economics,SS2,Third Term,97,A1
PERF4030,STD053,Economics,SS3,First Term,80,B3
PERF4031,STD053,Economics,SS3,Second Term,42,F9
PERF4032,STD053,Economics,SS3,Third Term,73,F9
PERF4033,STD053,Further Mathematics,SS1,First Term,89,B2
PERF4034,STD053,Further Mathematics,SS1,Second Term,69,C4
PERF4035,STD053,Further Mathematics,SS1,Third Term,72,F9
PERF4036,STD053,Further Mathematics,SS2,First Term,65,A1
PERF4037,STD053,Further Mathematics,SS2,Second Term,44,B2
PERF4038,STD053,Further Mathematics,SS2,Third Term,78,C5
PERF4039,STD053,Further Mathematics,SS3,First Term,48,C4
PERF4040,STD053,Further Mathematics,SS3,Second Term,41,C4
PERF4041,STD053,Further Mathematics,SS3,Third Term,79,B3
PERF4042,STD053,Biology,SS1,First Term,76,C4
PERF4043,STD053,Biology,SS1,Second Term,64,C6
PERF4044,STD053,Biology,SS1,Third Term,83,B2
PERF4045,STD053,Biology,SS2,First Term,60,B2
PERF4046,STD053,Biology,SS2,Second Term,74,B3
PERF4047,STD053,Biology,SS2,Third Term,94,E8
PERF4048,STD053,Biology,SS3,First Term,92,E8
PERF4049,STD053,Biology,SS3,Second Term,74,C4
PERF4050,STD053,Biology,SS3,Third Term,63,E8
PERF4051,STD053,Data Processing,SS1,First Term,98,A1
PERF4052,STD053,Data Processing,SS1,Second Term,88,A1
PERF4053,STD053,Data Processing,SS1,Third Term,82,F9
PERF4054,STD053,Data Processing,SS2,First Term,57,C4
PERF4055,STD053,Data Processing,SS2,Second Term,92,A1
PERF4056,STD053,Data Processing,SS2,Third Term,85,C4
PERF4057,STD053,Data Processing,SS3,First Term,66,F9
PERF4058,STD053,Data Processing,SS3,Second Term,81,C5
PERF4059,STD053,Data Processing,SS3,Third Term,44,A1
PERF4060,STD054,English Studies,SS1,First Term,74,E8
PERF4061,STD054,English Studies,SS1,Second Term,46,C6
PERF4062,STD054,English Studies,SS1,Third Term,94,A1
PERF4063,STD054,English Studies,SS2,First Term,89,B2
PERF4064,STD054,English Studies,SS2,Second Term,90,D7
PERF4065,STD054,English Studies,SS2,Third Term,55,F9
PERF4066,STD054,English Studies,SS3,First Term,61,F9
PERF4067,STD054,English Studies,SS3,Second Term,72,B3
PERF4068,STD054,English Studies,SS3,Third Term,81,A1
PERF4069,STD054,Mathematics,SS1,First Term,61,C4
PERF4070,STD054,Mathematics,SS1,Second Term,80,C4
PERF4071,STD054,Mathematics,SS1,Third Term,70,C4
PERF4072,STD054,Mathematics,SS2,First Term,48,A1
PERF4073,STD054,Mathematics,SS2,Second Term,99,C4
PERF4074,STD054,Mathematics,SS2,Third Term,45,B2
PERF4075,STD054,Mathematics,SS3,First Term,53,C5
PERF4076,STD054,Mathematics,SS3,Second Term,84,B3
PERF4077,STD054,Mathematics,SS3,Third Term,72,B2
PERF4078,STD054,Civic Education,SS1,First Term,80,F9
PERF4079,STD054,Civic Education,SS1,Second Term,98,B2
PERF4080,STD054,Civic Education,SS1,Third Term,84,B3
PERF4081,STD054,Civic Education,SS2,First Term,50,C5
PERF4082,STD054,Civic Education,SS2,Second Term,40,D7
PERF4083,STD054,Civic Education,SS2,Third Term,42,D7
PERF4084,STD054,Civic Education,SS3,First Term,75,C4
PERF4085,STD054,Civic Education,SS3,Second Term,55,C4
PERF4086,STD054,Civic Education,SS3,Third Term,98,A1
PERF4087,STD054,Physics,SS1,First Term,68,C6
PERF4088,STD054,Physics,SS1,Second Term,55,B2
PERF4089,STD054,Physics,SS1,Third Term,43,D7
PERF4090,STD054,Physics,SS2,First Term,95,F9
PERF4091,STD054,Physics,SS2,Second Term,57,E8
PERF4092,STD054,Physics,SS2,Third Term,65,C6
PERF4093,STD054,Physics,SS3,First Term,73,B2
PERF4094,STD054,Physics,SS3,Second Term,44,C5
PERF4095,STD054,Physics,SS3,Third Term,49,C6
PERF4096,STD054,Computer Science,SS1,First Term,58,D7
PERF4097,STD054,Computer Science,SS1,Second Term,76,C5
PERF4098,STD054,Computer Science,SS1,Third Term,75,A1
PERF4099,STD054,Computer Science,SS2,First Term,84,F9
PERF4100,STD054,Computer Science,SS2,Second Term,42,F9
PERF4101,STD054,Computer Science,SS2,Third Term,41,F9
PERF4102,STD054,Computer Science,SS3,First Term,82,F9
PERF4103,STD054,Computer Science,SS3,Second Term,54,B2
PERF4104,STD054,Computer Science,SS3,Third Term,49,B2
PERF4105,STD054,Biology,SS1,First Term,83,B2
PERF4106,STD054,Biology,SS1,Second Term,73,C6
PERF4107,STD054,Biology,SS1,Third Term,95,C6
PERF4108,STD054,Biology,SS2,First Term,75,C6
PERF4109,STD054,Biology,SS2,Second Term,45,B2
PERF4110,STD054,Biology,SS2,Third Term,90,D7
PERF4111,STD054,Biology,SS3,First Term,75,C6
PERF4112,STD054,Biology,SS3,Second Term,40,F9
PERF4113,STD054,Biology,SS3,Third Term,81,C6
PERF4114,STD054,Economics,SS1,First Term,44,A1
PERF4115,STD054,Economics,SS1,Second Term,91,B3
PERF4116,STD054,Economics,SS1,Third Term,42,C4
PERF4117,STD054,Economics,SS2,First Term,77,C4
PERF4118,STD054,Economics,SS2,Second Term,51,B3
PERF4119,STD054,Economics,SS2,Third Term,92,B2
PERF4120,STD054,Economics,SS3,First Term,68,C5
PERF4121,STD054,Economics,SS3,Second Term,82,E8
PERF4122,STD054,Economics,SS3,Third Term,93,B3
PERF4123,STD054,Chemistry,SS1,First Term,91,D7
PERF4124,STD054,Chemistry,SS1,Second Term,84,D7
PERF4125,STD054,Chemistry,SS1,Third Term,44,D7
PERF4126,STD054,Chemistry,SS2,First Term,99,C6
PERF4127,STD054,Chemistry,SS2,Second Term,91,C4
PERF4128,STD054,Chemistry,SS2,Third Term,43,C4
PERF4129,STD054,Chemistry,SS3,First Term,66,C5
PERF4130,STD054,Chemistry,SS3,Second Term,84,E8
PERF4131,STD054,Chemistry,SS3,Third Term,45,F9
PERF4132,STD054,Mechanics,SS1,First Term,59,B3
